source_signature,row_count,taxonomy_group,source_resolution_level,source_species_normalized,source_organism_name,bacdive_status_closure,species_validation_status,candidate_rescue_status,raw_cache_files_seen,missing_cache_files,cache_record_count_total_before_species_filter,representative_bacdive_record_count,record_count_with_culture_collection,unique_culture_collection_count,has_any_culture_collection,type_strain_record_count,has_type_strain_record,culture_medium_record_count,unique_culture_medium_count,has_any_culture_medium,isolation_source_record_count,unique_isolation_source_count,has_any_isolation_source,country_record_count,unique_country_count,has_any_country,genome_accession_record_count,unique_genome_accession_count,has_any_genome_accession,inclusion_basis_counts,example_culture_collections,example_strain_designations,example_culture_media,example_isolation_sources
taxon:405|organism:methylobacillus flagellatus,2,target_bacteria,taxon_organism,methylobacillus flagellatus,Methylobacillus flagellatus,bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,2,1,1,4,True,1,True,1,1,True,0,0,False,0,0,False,0,0,False,"{""normalized_species_exact"": 1}",DSM 6875; BKM 1610; VKM B-1610; ATCC 51484,KT,NUTRIENT AGAR (DSMZ Medium 1),
taxon:1833|organism:rhodococcus erythropolis (arthrobacter picolinophilus),45,target_bacteria,taxon_organism,rhodococcus erythropolis,Rhodococcus erythropolis (Arthrobacter picolinophilus),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,152,76,76,209,True,3,True,51,25,True,63,47,True,51,12,True,15,23,True,"{""normalized_species_exact"": 68, ""validated_bacdive_id_from_closure"": 8}",STI07252; LMG 28633; CCM 4446; DSM 113666; JCM 9805; JCM 9804; JCM 9803; JCM 3011; CGMCC 4.1481; IFM 0020; JCM 20186; IAM 1503; JCM 20170; IAM 1452; JCM 20165; IAM 1440; JCM 20161; CIP 104648; IAM 1428; IFO 12540,"IMET 07252; RL1; CCMMB1294, GK12; Stevenage 150518_C15; BG43; ACN1; IFP 192 P; P-8-1; TA 57; Stev11; TUHH-12; NIO-1009; djl-6-2; djl-6; A1-22; 81 N Fr; DTB; MAWF; 404-97, H1aT1, PWD28; N60",TRYPTICASE SOY BROTH AGAR (DSMZ Medium 535); TRYPTICASE SOY YEAST EXTRACT MEDIUM (DSMZ Medium 92); BHI MEDIUM (DSMZ Medium 215); MEDIUM 3 - Columbia agar; CIP Medium 72,Eruca sativa leaf; Gut homogenate of the wood-feeding termite <I>Reticulitermes speratus</I>; Soil in petroleum zone; Soil in an experimental field of the Yayoi Campus of the Univ. of Tokyo; soil polluted with fuel and organic wastes
taxon:554|organism:pectobacterium carotovorum (erwinia carotovora),1,target_bacteria,taxon_organism,pectobacterium carotovorum,Pectobacterium carotovorum (Erwinia carotovora),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,76,38,36,57,True,1,True,32,8,True,35,32,True,28,17,True,3,6,True,"{""base_binomial_match_or_subspecies"": 3, ""normalized_species_exact"": 15, ""validated_bacdive_id_from_closure"": 20}",SF002860; JCM 20699; IAM 12633; IFO 3380; NBRC 3380; JCM 20506; ATCC 495; IAM 12350; ICPB EC208; JCM 20460; ATCC 12286; IAM 12301; DSM 108906; IMI 348308; IMI 347390; IMI 347389; IMI 347388; IMI 347387; IMI 347386; IMI 347384,"FSU-2860; BL19-1-37; AGES769/14-A2; A45; C3; A6.2; C364.2; C267; C150; SF005347; SF005605; BCBB 371, Ecbr 371; BPBB 213, Ecbr 213; BPBB 212, Ecbr 212; BPBB 8, Ecbr 8; 39-1/1; IX B; BS 1008, 904, type 32011",LB (Luria-Bertani) MEDIUM (DSMZ Medium 381); TRYPTICASE SOY BROTH AGAR (DSMZ Medium 535); Nutrient Agar (NA); CASO AGAR (MERCK 105458) (DSMZ Medium 220); TRYPTONE SOYA BROTH (TSB) (DSMZ Medium 545),Soft rot of carrot; Rotting tobacco leaves; Solanum tuberosum cultivar golden wonder with blackleg; Cyclamen; leaf; Amorphophallus; petioles
taxon:1512|organism:clostridium symbiosum (bacteroides symbiosus),2,target_bacteria,taxon_organism,clostridium symbiosum,Clostridium symbiosum (Bacteroides symbiosus),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,22,11,11,18,True,1,True,4,5,True,10,10,True,10,4,True,2,3,True,"{""normalized_species_exact"": 11}",DSM 108200; DSM 108250; CCUG 62167 Q; CCUG 56568; CCUG 50960; CCUG 50474; CCUG 49377; CCUG 45577 B; CCUG 41715; DSM 29356; DSM 934; ATCC 14940; LSU (M. Sebald); JCM 1297; BCRC 14487; CCM 6065; NCTC 13233; VTT E-981051,H4_29; LT0011; SRB539-5-G-R; 2,FASTIDIOUS ANAEROBE BROTH (DSMZ Medium 1203a); COLUMBIA BLOOD MEDIUM (DSMZ Medium 693); FASTIDIOUS ANAEROBE AGAR (DSMZ Medium 1203); CHOPPED MEAT MEDIUM WITH CARBOHYDRATES (DSMZ Medium 110); PYG MEDIUM (MODIFIED) (DSMZ Medium 104),"human faeces; fecal materials collected from healthy vegetarian humans; Human blood,68-yr-old man; Human blood,65-yr-old man; Human blood,80-yr-old woman"
taxon:33965|organism:leuconostoc mesenteroides subsp. cremoris,8,target_bacteria,taxon_organism,leuconostoc mesenteroides,Leuconostoc mesenteroides subsp. cremoris,bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,88,44,44,139,True,4,True,26,9,True,22,24,True,18,7,True,5,9,True,"{""base_binomial_match_or_subspecies"": 13, ""normalized_species_exact"": 31}",DSM 112104; CRBIP24.196; CRBIP24.185; CRBIP24.173; CRBIP24.168; CRBIP24.163; CRBIP24.159; CRBIP24.149; JCM 9693; NRIC 1513; JCM 20317; IAM 10076; JCM 20044; ATU L-23; IAM 1087; NBRC 102479; JCM 20025; ATU L-13; IAM 1046; JCM 12649,"SB-230a; 9319; 512-7; 797; V16; 522; DRC1506; 719B; 388-86, KACI; 1025-A; 152-A; 158-B; B07; 154 A; Buttiaux; 860F; 37 Y, 37Y; P-60; 52; LF2","TRYPTICASE SOY YEAST EXTRACT MEDIUM (DSMZ Medium 92); COLUMBIA BLOOD MEDIUM (DSMZ Medium 693); De Man, Rogosa and Sharpe Agar; Trypticase Soy Agar; CIP Medium 40","milk kefir; Imported butter culture; Meat; Product,provisions; Industry,heat exchanger"
taxon:556|organism:dickeya chrysanthemi (pectobacterium chrysanthemi) (erwinia chrysanthemi),5,target_bacteria,taxon_organism,dickeya chrysanthemi,Dickeya chrysanthemi (Pectobacterium chrysanthemi) (Erwinia chrysanthemi),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,26,13,13,21,True,1,True,12,2,True,9,9,True,9,5,True,2,2,True,"{""normalized_species_exact"": 2, ""validated_bacdive_id_from_closure"": 11}",IMI 389157; IMI 347397; IMI 347405; IMI 379127; IMI 379126; IMI 376344; IMI 376343; IMI 347403; IMI 347400; IMI 347396; CCUG 47021; DSM 30177; ATCC 11662; CCUG 38766; LMG 2804; DSM 4610; ATCC 11663; CIP 82.99; DAR 35625; NCPPB 402,EC 16; EC17,Nutrient Agar (NA); REACTIVATION WITH LIQUID MEDIUM 1 (DSMZ Medium 1a),Musa; immature fruit; Brassica chinensis; Ananas comosus; fruit; Ananas comosus; diseased leaf; Ananas comosus; pineapple crown
taxon:471871|organism:clostridium sporogenes (strain atcc 15579),13,target_bacteria,taxon_organism,clostridium sporogenes,Clostridium sporogenes (strain ATCC 15579),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,3,0,52,26,26,80,True,1,True,13,12,True,16,18,True,15,6,True,6,17,True,"{""normalized_species_exact"": 26}",JCM 7849; IAM 19234; JCM 7841; IAM 19005; JCM 7836; IAM 19016; JCM 7835; IAM 19004; JCM 7831; ATCC 6015; IAM 19003; NCTC 6084; CCUG 67315; CCUG 52331; CCUG 48328; CCUG 48045; CCUG 47475; CCUG 45049; CCUG 12462; CCUG 1388,"51; AU298; GO 1; AU297; 2PG-426-CC-2; 15Rga; SR 5, SR5; McClung 2006, 2006; McClung 2004, 388; McClung 2003, 3679, Cameron's putrefactive anaerobe; H6j; W28delta",MEDIUM 20 - for Anaerobic bacteria; CIP Medium 20; MEDIUM 6 - Columbia agar with 10 % horse blood; CIP Medium 6; FASTIDIOUS ANAEROBE AGAR (DSMZ Medium 1203),"Soil; Product,industry; Human wound,25-yr-old woman,leg fracture; Industry; Human vaginal secretion,82-yr-old patient"
taxon:28037|organism:streptococcus mitis,1,target_bacteria,taxon_organism,streptococcus mitis,Streptococcus mitis,bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,4,0,212,106,106,127,True,4,True,6,9,True,70,43,True,64,4,True,6,11,True,"{""normalized_species_exact"": 103, ""validated_bacdive_id_from_closure"": 3}",CCUG 69183 Q; CCUG 63687; CCUG 62665; CCUG 62644; CCUG 62643; CCUG 62642; CCUG 62641; CCUG 61082; CCUG 60635 A; CCUG 60546; CCUG 60505; CCUG 60194 A; CCUG 56850; CCUG 55622 B; CCUG 55087; CCUG 55086; CCUG 55085; CCUG 55084; CCUG 55083 B; CCUG 55083 A,"SS-1725; 10381; 9756; 456-86; NS 51, SK142, SK 142, NS51; IMAU 99125; IMAU 99199; TP1632",CIP Medium 6; MEDIUM 29- Brain heart agar; CIP Medium 29; MEDIUM 6 - Columbia agar with 10 % horse blood; MEDIUM 38 - for Streptococcus and Gemella Haemolysans,"Human mouth; Human blood; Human blood,15-yr-old Male; Human sputum,56-yr-old woman; Human blood,60-yr-old woman"
taxon:317|organism:pseudomonas syringae,2,target_bacteria,taxon_organism,pseudomonas syringae,Pseudomonas syringae,bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,164,82,81,164,True,2,True,68,17,True,59,57,True,50,19,True,14,15,True,"{""normalized_species_exact"": 82}",STI11189; SF002761; SF002744; JCM 14317; ATCC 11365; CFBP 1512; ICMP 3079; JCM 14314; ATCC 7389; ICMP 3881; ICMP 5036; NCPPB 1015; NRRL B-855; IMI 349393; IMI 349392; IMI 349204; IMI 349170; IMI 347733; IMI 347732; IMI 347448,"IMET 11189; 11190; FSU-2744; CRAPAV013, PsaveCRAPAV013; I 201; 685; J1; 221, 283; 44/2b; MP 65; MP50; 133, 281; N.A.3; 6; PC 17; 247; 248, 286; PA 13; 16.1; Ps268",Nutrient Agar (NA); Glucose-Peptone (GP) medium; TRYPTICASE SOY BROTH AGAR (DSMZ Medium 535); NUTRIENT AGAR (DSMZ Medium 1); GLUCOSE YEAST EXTRACT MEDIUM (DSMZ Medium 54),Jerusalem artichoke; Cynara scolymus; Citrus limon; Sorghum vulgar var. sudanense; Sorghum vulgare
taxon:43759|organism:streptomyces wedmorensis,7,target_bacteria,taxon_organism,streptomyces wedmorensis,Streptomyces wedmorensis,bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,2,1,1,13,True,1,True,1,10,True,1,2,True,1,1,True,1,1,True,"{""normalized_species_exact"": 1}",DSM 41676; ATCC 21239; IFO 14062; JCM 4937; KCC S-0937; NBRC 14062; NRRL 3426; BCRC 12667; CBS 642.71; CECT 3245; ICMP 12544; NBIMCC 1655; VKM Ac-1861,,GYM STREPTOMYCES MEDIUM (DSMZ Medium 65); ISP 2; ISP 3; ISP 4; ISP 5,soil; Soil
taxon:406|organism:methylobacillus glycogenes,7,target_bacteria,taxon_organism,methylobacillus glycogenes,Methylobacillus glycogenes,bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,42,21,21,53,True,1,True,2,3,True,6,6,True,0,0,False,1,1,True,"{""normalized_species_exact"": 21}",JCM 2866; JCM 2865; JCM 2864; NCIMB 10596; JCM 2863; NCIMB 10594; JCM 2862; NCIMB 10592; JCM 2861; NCIMB 10512; JCM 2860; NCIMB 10510; JCM 2859; NCIMB 10508; JCM 2858; ATCC 21960; KCTC 2635; JCM 2857; ATCC 21704; KCTC 2634,Sanraku-Ocean Co. M8; T-11,NUTRIENT AGAR (DSMZ Medium 1); MEDIUM 125 WITH METHANOL (DSMZ Medium 569); COLBY AND ZATHMAN MEDIUM (DSMZ Medium 606),"Soil; Soil (sewage or mud); Fruit; soil, sewage and mud.; decaying tomato"
taxon:1781|organism:mycobacterium marinum,2,target_bacteria,taxon_organism,mycobacterium marinum,Mycobacterium marinum,bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,24,12,12,34,True,1,True,7,9,True,4,6,True,3,3,True,3,7,True,"{""normalized_species_exact"": 12}",CCUG 47951; CCUG 32221; CCUG 32220; CCUG 32219; CCUG 533; CIP 64.23; DSM 44750; ATCC 11564; DSM 44345; ATCC 11567; NCIMB 1482; NCTC 10012; DSM 44344; ATCC 927; NCIMB 1297; NCMB 1303; NCTC 2275; TMC 1218; JCM 17638; CCUG 20998,V; 140120001; Lausanne 1848; Simon,MEDIUM 55 - for Mycobacterium; CIP Medium 55; MIDDLEBROOK MEDIUM (DSMZ Medium 645); BUG; BHI,"Human skin biopsy,58-yr-old man; human elbow lesion; swimming pool; dead fish in aquarium; Fish tuberculosis lesion"
taxon:1768|organism:mycobacterium kansasii,2,target_bacteria,taxon_organism,mycobacterium kansasii,Mycobacterium kansasii,bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,74,37,37,75,True,1,True,16,12,True,10,9,True,18,4,True,2,3,True,"{""normalized_species_exact"": 37}",CRBIP7.98; CIPT 98; CRBIP7.97; CIPT 97; CRBIP7.42; CIPT 42; CRBIP7.41; CIPT 41; CRBIP7.38; CIPT 38; CRBIP7.37; CIPT 37; CRBIP7.36; CIPT 36; CRBIP7.117; CIPT 117; CRBIP7.102; CIPT 102; CRBIP7.101; CIPT 101,"140110006; 140110059; 140110041; 140110044, 95119; 140110045, 6362; 140110043, 9538; 95166, 140110046; 140110027; 37UV20, 140110027; 140110025; 140110024; 8875/99; G133 Bostrom, 14 011 0001; 1250 B II; 12508; Kansasii 10456 (white variant); 1672, Lille 1672; 8563; 8561 Lille (white variant); 9100",Löwenstein-Jensen Medium; CIP Medium 750; MEDIUM 55 - for Mycobacterium; CIP Medium 55; MIDDLEBROOK MEDIUM (DSMZ Medium 645),"Human, Sputum; Environment, Water; Bone; Human, Gastric lavage; Human, Bronchoalveolar lavage fluid"
proteome:UP000008004,2,target_bacteria,proteome,mycobacterium intracellulare,Mycobacterium intracellulare (strain ATCC 13950 / DSM 43223 / JCM 6384 / NCTC 13025 / 3600),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,9,0,66,30,30,67,True,3,True,20,14,True,15,19,True,12,6,True,6,13,True,"{""base_binomial_match_or_subspecies"": 7, ""normalized_species_exact"": 22, ""validated_bacdive_id_from_closure"": 1}",DSM 43223; ATCC 13950; ATCC 15985; JCM 6384; NCTC 10682; CCUG 28005; NCTC 13025; TMC 1406; CIP 104243; SN 424; KCTC 9514; CRBIP7.169; CIPT 169; TMC 1475; CRBIP7.168; CIPT 168; CRBIP7.162; CIPT 162; CRBIP7.159; CIPT 159,"3600, 140310001; 140310078; 140310097; 140310090, 9055; 140310086, 12646; 23393, 140310085; 140310083, AT545; 140310082, W552; 140310081, 4990; P-54, 140310080; 140310079; 140310077; 140310076; 140310075; MOTT64; ZUERICH-1; 05-1390; FI-01069; FI-01129; 2123",MIDDLEBROOK MEDIUM (DSMZ Medium 645); CIP Medium 267; Löwenstein-Jensen Medium; Middlebrook 7H10 agar; MacConkey agar,"Human lymph node; Environment, Water of shower; Sputum of a patient; Human sputum; Human sputum,70-yr-old man,COPD"
taxon:1783|organism:mycobacterium scrofulaceum,2,target_bacteria,taxon_organism,mycobacterium scrofulaceum,Mycobacterium scrofulaceum,bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,24,12,12,29,True,1,True,5,7,True,3,6,True,2,2,True,1,2,True,"{""normalized_species_exact"": 12}",CRBIP7.163; CIPT 163; CCUG 29055; ATCC 15978; CCUG 29053; ATCC 15081; CCUG 29036; ATCC 23429; CCUG 29021; ATCC 23414; CCUG 29020; ATCC 23413; CCUG 28164; CCUG 28003; DSM 43992; ATCC 19981; JCM 6381; NCTC 10803; TMC 1323; CCUG 29045,"140220091, Cardiff 2729; 12238, 1356 TMC/1323, 14 022 0001, L2238, 1356",Löwenstein-Jensen Medium; MIDDLEBROOK MEDIUM (DSMZ Medium 645); LÖWENSTEIN-JENSEN MEDIUM (DSMZ Medium 354); MEDIUM 55 - for Mycobacterium; CIP Medium 55,Resected lung tissue; Human sputum; cervical lymph node (lymphadentitis of a child); Human cervical lymph node; Lymphadenitis of a 3-year-old child
taxon:1809|organism:mycobacterium ulcerans,2,target_bacteria,taxon_organism,mycobacterium ulcerans,Mycobacterium ulcerans,bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,2,1,1,3,True,1,True,0,0,False,0,0,False,0,0,False,1,1,True,"{""normalized_species_exact"": 1}",NCTC 10417; ATCC 19423; DSM 44154,,,
taxon:1778|organism:mycobacterium gordonae,2,target_bacteria,taxon_organism,mycobacterium gordonae,Mycobacterium gordonae,bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,62,31,31,52,True,1,True,8,6,True,7,7,True,4,3,True,1,2,True,"{""normalized_species_exact"": 31}",STI10668; STI10667; STI10666; STI10665; CCUG 47950; CCUG 47949; CCUG 29019; ATCC 23412; CCUG 29018; ATCC 23411; CCUG 29017; ATCC 23410; CCUG 29002; ATCC 23395; CCUG 21814; CCUG 21813; CCUG 21812; CCUG 21810; ATCC 19277; CCUG 21809,"IMET 10668; IMET 10667; IMET 10666; IMET 10665; Holas; FI-0194, FI-02038; W-1609, P-15, 14 021 0001; 7886/59; 4013; 5324/7612; 6140/3782; E-02",MEDIUM 55 - for Mycobacterium; CIP Medium 55; LÖWENSTEIN-JENSEN MEDIUM (DSMZ Medium 354); MIDDLEBROOK MEDIUM (DSMZ Medium 645); PEPTONE MEAT EXTRACT GLYCEROL AGAR (DSMZ Medium 250),"Human bronchial alveolar lavage,60-yr-old woman; Human bronchial alveolar lavage,50-yr-old man; Gastric washing sample; sputum; gastric lavage"
taxon:29345|organism:sedimentibacter hydroxybenzoicus (clostridium hydroxybenzoicum),3,target_bacteria,taxon_organism,sedimentibacter hydroxybenzoicus,Sedimentibacter hydroxybenzoicus (Clostridium hydroxybenzoicum),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,2,1,1,2,True,1,True,1,1,True,1,1,True,1,1,True,1,1,True,"{""normalized_species_exact"": 1}",DSM 7310; ATCC 51151,JW/Z-1,SEDIMENTIBACTER MEDIUM (DSMZ Medium 643),freshwater pond
taxon:2337|organism:thermotoga neapolitana,4,target_bacteria,taxon_organism,thermotoga neapolitana,Thermotoga neapolitana,bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,4,2,2,4,True,1,True,2,2,True,2,2,True,2,2,True,1,2,True,"{""normalized_species_exact"": 2}",DSM 5068; DSM 4359; ATCC 49049; NBRC 107923,LA4; NS-E,THERMOTOGA NEAPOLITANA MEDIUM (DSMZ Medium 343); THERMOTOGA TF(C) MEDIUM (DSMZ Medium 613),continental solfataric spring; submarine hot spring
taxon:1828|organism:rhodococcoides fascians (rhodococcus fascians),9,target_bacteria,taxon_organism,rhodococcoides fascians,Rhodococcoides fascians (Rhodococcus fascians),bacdive_species_taxid_or_synonym_match,validated_species_taxid_or_synonym,not_candidate_row,2,0,54,27,23,81,True,1,True,18,14,True,18,16,True,12,6,True,2,4,True,"{""validated_bacdive_id_from_closure"": 3, ""validated_bacdive_species_exact"": 24}",JCM 6165; IMV 27; VKM Ac-1006; CCUG 54217; CCUG 48189; CCUG 46265; CCUG 45011; CIP 104671; LMG 3633; CIP 104670; LMG 3618; NCPPB 2553; CIP 104505; IMV 419; JCM 6164; VKM Ac-991; CIP 104504; IMV 187; JCM 6163; VKM Ac-986,"56/2a; C676; STI07151b; STI07170(IMET), P.Hirsch 54; STI07151a; STI07849; B2L3; VI; N 1062; N 1026; 81N-Sch; CF 19, CF 107(505); TBC 4351/91",MEDIUM 3 - Columbia agar; CIP Medium 3; ORGANIC MEDIUM 79 (DSMZ Medium 426); TRYPTICASE SOY YEAST EXTRACT MEDIUM (DSMZ Medium 92); TRYPTICASE SOY BROTH AGAR (DSMZ Medium 535),"Soil; Metal product,industry; Industry; Contaminant of laboratory reagent; Industry,health care product"
taxon:2208|organism:methanosarcina barkeri,12,target_archaea,taxon_organism,methanosarcina barkeri,Methanosarcina barkeri,bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,4,0,10,5,5,15,True,1,True,5,2,True,5,5,True,5,2,True,3,4,True,"{""normalized_species_exact"": 5}",DSM 8687; OCM 89; DSM 2948; OCM 86; DSM 1538; ATCC 43241; OCM 35; DSM 1311; OCM 27; DSM 800; ATCC 43569; JCM 10043; OCM 38; NBRC 100474; VKM B-1635,Wiesmoor; 227; MS,METHANOSARCINA BARKERI MEDIUM (DSMZ Medium 120a); METHANOSARCINA MEDIUM (DSMZ Medium 120),"drainage creek, peat bog; sewage sludge digester; anaerobic sediment; anaerobic sewage digester; Anaerobic sewage-sludge digester"
taxon:391295|organism:streptococcus suis (strain 05zyh33),81,target_bacteria,taxon_organism,streptococcus suis,Streptococcus suis (strain 05ZYH33),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,52,26,26,42,True,2,True,17,7,True,25,19,True,13,5,True,3,8,True,"{""base_binomial_match_or_subspecies"": 1, ""normalized_species_exact"": 25}",CCUG 77434; GTC 18290; CCUG 42756; LMG 14896; CCUG 42755; LMG 14183; CCUG 42754; LMG 14887; LMG 14171; CCUG 33488; CCUG 28683; LMG 14101; CCUG 28676; CCUG 28673; CCUG 11673; CIP 105907; CIP 104090; CIP 105908; CIP 105909; CIP 105904,SP34; 324/92; SP 56; SP14; SP6; SP54; 178; 460; 925; 204/91; 219/92; SP47; SP27; EDCC 5220; T 639; Field 48; S735,MEDIUM 29- Brain heart agar; CIP Medium 29; MEDIUM 3 - Columbia agar; CIP Medium 3; COLUMBIA BLOOD MEDIUM (DSMZ Medium 693),Bovine tonsil; Pig; Goat tonsil; Swine liver and spleen; Pig vagina
taxon:2187|organism:methanococcus vannielii,14,target_archaea,taxon_organism,methanococcus vannielii,Methanococcus vannielii,bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,2,1,1,4,True,1,True,1,2,True,1,2,True,1,1,True,1,1,True,"{""normalized_species_exact"": 1}",DSM 1224; ATCC 35089; JCM 13029; OCM 148,SB,METHANOGENIUM MEDIUM (H2/CO2) (DSMZ Medium 141); METHANOBACTERIUM MEDIUM (DSMZ Medium 119),marine mud; Black mud from the east shore of San Francisco Bay
proteome:UP000001803,52,target_bacteria,proteome,brachyspira hyodysenteriae,Brachyspira hyodysenteriae (strain ATCC 49526 / WA1),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,5,0,12,6,6,9,True,1,True,4,3,True,6,4,True,6,3,True,1,3,True,"{""normalized_species_exact"": 6}",DSM 118649; DSM 118648; DSM 110985; CCUG 47386; CCUG 47309; CCUG 46668; ATCC 27164; NCTC 13041; DSM 105803,"JR80; B204; 1922, BH24; B78",COLUMBIA BLOOD MEDIUM (DSMZ Medium 693); SERPULINA MURDOCHII MEDIUM (DSMZ Medium 840); FASTIDIOUS ANAEROBE BROTH (DSMZ Medium 1203a),porcine feces; Feces (swine); Swine dysentery; swine dysentery
taxon:28064|organism:heliobacterium mobile (heliobacillus mobilis),9,target_bacteria,taxon_organism,heliobacterium mobile,Heliobacterium mobile (Heliobacillus mobilis),bacdive_species_taxid_or_synonym_match,candidate_unvalidated,rescued_to_validated_species,2,0,2,1,1,2,True,1,True,1,1,True,1,1,True,0,0,False,1,1,True,"{""validated_bacdive_species_exact"": 1}",DSM 6151; ATCC 43427,Romero/Guest 6,HELIOBACTERIUM CHLORUM MEDIUM (DSMZ Medium 370),rice paddy soil
proteome:UP000008044,1,target_bacteria,proteome,pectobacterium parmentieri,Pectobacterium parmentieri,bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,4,0,2,1,1,3,True,1,True,1,1,True,1,1,True,1,1,True,1,3,True,"{""normalized_species_exact"": 1}",RNS 08-42-1A; CFBP 8475; LMG 29774,,TY medium,potato plant (cv. Bintje) expressing blackleg symptoms
proteome:UP000006859,12,target_bacteria,proteome,dickeya dadantii,Dickeya dadantii (strain 3937) (Erwinia chrysanthemi (strain 3937)),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,4,0,6,3,3,14,True,2,True,3,6,True,3,4,True,2,2,True,2,4,True,"{""base_binomial_match_or_subspecies"": 1, ""normalized_species_exact"": 2}",DSM 18020; LMG 25991; NCPPB 898; CFBP 1269; CIP 109008; ICMP 1544; Hayward B374; DSM 18013; CFBP 2051; CIP 109104; ICPB ED102; NCPPB 2976; DSM 30179; DSM 60212,B374; 27 B1,REACTIVATION WITH LIQUID MEDIUM (DSMZ Medium 535b); MEDIUM 3 - Columbia agar; CIP Medium 3; CIP Medium 72; NUTRIENT AGAR (DSMZ Medium 1),"<I>Pelargonium capitatum</I>; Plant, Host plant, Pelargonium capitatum; <I>Dieffenbachia</I> sp.; <I>Sainpaulia ionantha</I>, soft rot of the whole plant"
